CPU_Utilization,Disk_IO_Rate,Downtime (Hours),Log_ID,Memory_Utilization,Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Server_Cluster_x,Server_ID,Timestamp,Uptime (Hours),Network_Throughput_MBps,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone,Anomaly_Flag
73.41,36.45,6.13,Station1_LOG02231,48.1,17.27,14.07,CL-5,SRV093,2025-08-03 02:13:00,964.87,15.67,host-093,10.0.220.152,Linux,Mumbai,Charlie,CL-5,charlie@xyzcorp.com,+1-202-817-1167,Normal
87.66,7.26,1.92,Station1_LOG02232,58.07,17.35,7.78,CL-2,SRV029,2025-08-03 13:46:00,547.17,12.565000000000001,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,High Load
13.15,0.0,0.97,Station1_LOG02233,0.0,1.72,5.91,CL-2,SRV100,2025-08-03 13:14:00,836.21,3.815,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896,Normal
18.81,69.4,9.58,Station1_LOG02234,29.78,29.78,22.51,CL-3,SRV076,2025-08-03 06:49:00,179.21,26.145000000000003,host-076,10.0.179.242,Linux,Frankfurt,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
18.79,55.4,8.67,Station1_LOG02235,28.71,6.68,9.72,CL-2,SRV100,2025-08-03 08:41:00,652.82,8.2,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896,Normal
76.35,59.23,7.51,Station1_LOG02236,41.94,17.65,10.88,CL-8,SRV075,2025-08-03 18:22:00,150.09,14.265,host-075,10.0.30.202,Linux,Mumbai,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
28.34,78.49,8.15,Station1_LOG02237,34.46,8.89,12.89,CL-8,SRV094,2025-08-03 19:04:00,431.71,10.89,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
54.52,65.39,0.43,Station1_LOG02238,0.0,11.01,0.0,CL-1,SRV023,2025-08-03 04:49:00,393.13,5.505,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,Normal
31.04,31.51,7.26,Station1_LOG02239,31.33,25.7,16.62,CL-6,SRV034,2025-08-03 13:51:00,766.18,21.16,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,Normal
19.69,0.0,0.74,Station1_LOG02240,0.0,0.91,16.61,CL-4,SRV052,2025-08-03 15:47:00,938.09,8.76,host-052,10.0.9.241,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
13.56,5.75,5.73,Station1_LOG02241,32.57,4.12,23.18,CL-1,SRV023,2025-08-03 23:44:00,160.31,13.65,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,Normal
25.23,36.9,2.01,Station1_LOG02242,47.74,19.62,3.71,CL-3,SRV087,2025-08-03 13:25:00,722.74,11.665000000000001,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215,Normal
35.41,73.88,7.0,Station1_LOG02243,32.85,10.01,9.22,CL-2,SRV091,2025-08-03 18:51:00,243.98,9.615,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
27.43,59.64,8.0,Station1_LOG02244,32.74,20.42,16.58,CL-6,SRV024,2025-08-03 03:50:00,608.26,18.5,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405,Normal
68.4,66.19,6.15,Station1_LOG02245,0.0,22.36,8.48,CL-8,SRV094,2025-08-03 07:43:00,590.98,15.42,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
22.79,7.85,6.87,Station1_LOG02246,69.74,12.48,14.68,CL-3,SRV065,2025-08-03 12:27:00,994.89,13.58,host-065,10.0.29.23,Linux,New York,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215,Normal
21.85,47.82,2.26,Station1_LOG02247,55.91,15.08,17.43,CL-9,SRV007,2025-08-03 04:03:00,807.93,16.255,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,Normal
51.04,11.1,2.46,Station1_LOG02248,51.68,4.17,3.11,CL-9,SRV018,2025-08-03 07:07:00,850.65,3.6399999999999997,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538,Normal
11.13,28.87,1.51,Station1_LOG02249,76.65,21.55,18.99,CL-8,SRV064,2025-08-03 03:14:00,999.83,20.27,host-064,10.0.143.2,Windows,Mumbai,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073,Normal
26.87,22.78,2.07,Station1_LOG02250,22.6,10.55,19.7,CL-2,SRV100,2025-08-03 00:08:00,207.47,15.125,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896,Normal
80.06,68.59,6.38,Station1_LOG02251,65.74,0.96,1.3,CL-2,SRV091,2025-08-03 14:49:00,737.11,1.13,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
42.63,14.47,4.8,Station1_LOG02252,0.0,1.56,22.44,CL-3,SRV079,2025-08-03 06:38:00,553.77,12.0,host-079,10.0.190.250,Linux,Singapore,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
26.91,36.83,3.88,Station1_LOG02253,32.95,18.1,20.48,CL-8,SRV043,2025-08-03 09:35:00,231.46,19.29,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,Normal
59.39,46.83,8.01,Station1_LOG02254,74.43,20.98,13.11,CL-8,SRV064,2025-08-03 06:34:00,995.19,17.045,host-064,10.0.143.2,Windows,Mumbai,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073,Normal
90.66,60.73,1.13,Station1_LOG02255,0.0,27.17,21.8,CL-9,SRV037,2025-08-03 20:08:00,166.81,24.485,host-037,10.0.244.86,Windows,New York,Ethan,CL-9,ethan@xyzcorp.com,+1-202-853-1213,High Load
34.27,9.95,5.46,Station1_LOG02256,36.76,23.2,14.34,CL-6,SRV004,2025-08-03 06:26:00,579.39,18.77,host-004,10.0.185.117,Linux,Mumbai,Fiona,CL-6,fiona@xyzcorp.com,+1-202-230-1591,Normal
35.55,48.55,0.2,Station1_LOG02257,35.65,28.71,5.92,CL-8,SRV094,2025-08-03 08:22:00,206.45,17.315,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
20.0,61.09,5.12,Station1_LOG02258,0.0,11.08,17.35,CL-9,SRV007,2025-08-03 14:29:00,418.34,14.215,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,Normal
24.16,41.7,0.55,Station1_LOG02259,69.03,29.16,15.03,CL-3,SRV076,2025-08-03 07:04:00,911.15,22.095,host-076,10.0.179.242,Linux,Frankfurt,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
44.5,78.09,4.36,Station1_LOG02260,62.4,21.72,9.91,CL-9,SRV037,2025-08-03 01:58:00,291.52,15.815,host-037,10.0.244.86,Windows,New York,Ethan,CL-9,ethan@xyzcorp.com,+1-202-853-1213,Normal
79.34,48.25,9.83,Station1_LOG02261,42.29,24.85,23.16,CL-4,SRV086,2025-08-03 09:50:00,837.57,24.005000000000003,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538,Normal
20.81,29.71,7.49,Station1_LOG02262,87.86,1.24,20.91,CL-9,SRV007,2025-08-03 03:36:00,439.43,11.075,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,Normal
71.31,9.81,3.54,Station1_LOG02263,23.94,7.8,13.35,CL-10,SRV021,2025-08-03 13:53:00,435.86,10.575,host-021,10.0.171.131,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,Normal
54.65,47.1,3.21,Station1_LOG02264,65.95,8.25,12.02,CL-1,SRV078,2025-08-03 18:23:00,488.35,10.135,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
39.2,73.77,6.36,Station1_LOG02265,0.0,11.77,11.13,CL-8,SRV075,2025-08-03 04:46:00,245.01,11.45,host-075,10.0.30.202,Linux,Mumbai,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
65.9,59.03,0.52,Station1_LOG02266,63.84,3.05,20.9,CL-6,SRV024,2025-08-03 11:28:00,846.02,11.975,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405,Normal
70.2,49.6,6.53,Station1_LOG02267,84.35,20.83,7.4,CL-3,SRV012,2025-08-03 01:17:00,710.12,14.114999999999998,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,Normal
28.44,5.53,3.1,Station1_LOG02268,45.68,21.8,15.71,CL-3,SRV074,2025-08-03 19:29:00,858.6,18.755000000000003,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
50.53,0.0,9.62,Station1_LOG02269,87.65,28.15,2.78,CL-3,SRV044,2025-08-03 07:35:00,148.29,15.465,host-044,10.0.150.96,Windows,Frankfurt,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
11.1,5.54,1.96,Station1_LOG02270,72.08,1.37,22.89,CL-1,SRV077,2025-08-03 03:38:00,109.45,12.13,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,Normal
32.68,32.6,5.08,Station1_LOG02271,83.53,3.4,3.41,CL-6,SRV034,2025-08-03 03:04:00,336.64,3.4050000000000002,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,Normal
28.62,28.87,8.39,Station1_LOG02272,54.05,5.78,1.91,CL-2,SRV029,2025-08-03 22:49:00,470.56,3.845,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,Normal
20.73,55.96,4.27,Station1_LOG02273,39.12,5.08,24.69,CL-8,SRV042,2025-08-03 14:25:00,138.92,14.885000000000002,host-042,10.0.67.27,Windows,London,Fiona,CL-8,fiona@xyzcorp.com,+1-202-230-1591,Normal
58.8,64.53,7.34,Station1_LOG02274,79.51,4.83,12.61,CL-2,SRV013,2025-08-03 04:18:00,558.89,8.719999999999999,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
89.77,46.79,3.22,Station1_LOG02275,56.54,22.68,1.1,CL-9,SRV037,2025-08-03 23:22:00,748.39,11.89,host-037,10.0.244.86,Windows,New York,Ethan,CL-9,ethan@xyzcorp.com,+1-202-853-1213,High Load
51.92,75.26,8.72,Station1_LOG02276,51.11,5.64,19.4,CL-9,SRV018,2025-08-03 11:57:00,990.73,12.52,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538,Normal
66.44,62.48,1.43,Station1_LOG02277,28.7,17.78,15.68,CL-9,SRV018,2025-08-03 23:21:00,115.32,16.73,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538,Normal
75.38,40.91,5.19,Station1_LOG02278,0.0,12.38,22.45,CL-7,SRV027,2025-08-03 01:09:00,326.85,17.415,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
14.07,67.42,6.43,Station1_LOG02279,64.36,2.09,16.65,CL-1,SRV070,2025-08-03 09:37:00,730.39,9.37,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
83.15,60.0,5.46,Station1_LOG02280,24.36,14.94,23.82,CL-3,SRV065,2025-08-03 00:23:00,403.22,19.38,host-065,10.0.29.23,Linux,New York,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215,Normal
28.51,74.88,4.38,Station1_LOG02281,78.53,13.06,0.0,CL-2,SRV029,2025-08-03 01:05:00,981.57,6.53,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,Normal
33.07,45.96,6.28,Station1_LOG02282,48.53,10.46,2.68,CL-7,SRV027,2025-08-03 20:03:00,439.32,6.57,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
85.69,17.0,8.86,Station1_LOG02283,66.4,11.22,8.38,CL-3,SRV097,2025-08-03 23:31:00,633.98,9.8,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,High Load
13.33,63.05,8.02,Station1_LOG02284,38.42,26.75,8.66,CL-3,SRV079,2025-08-03 17:06:00,612.43,17.705,host-079,10.0.190.250,Linux,Singapore,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
58.92,60.31,9.8,Station1_LOG02285,66.81,20.86,9.41,CL-1,SRV078,2025-08-03 05:57:00,923.16,15.135,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
66.18,0.0,4.33,Station1_LOG02286,0.0,25.72,0.0,CL-3,SRV012,2025-08-03 10:54:00,731.83,12.86,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,Normal
66.2,29.22,9.09,Station1_LOG02287,85.05,29.64,13.5,CL-4,SRV006,2025-08-03 12:08:00,553.64,21.57,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,Normal
24.74,27.56,3.6,Station1_LOG02288,77.03,15.81,19.11,CL-2,SRV038,2025-08-03 22:01:00,938.0,17.46,host-038,10.0.38.116,Linux,London,Bob,CL-2,bob@xyzcorp.com,+1-202-691-4215,Normal
10.97,0.0,6.92,Station1_LOG02289,33.31,29.96,24.75,CL-6,SRV034,2025-08-03 09:02:00,738.4,27.355,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,Normal
58.6,54.65,1.18,Station1_LOG02290,52.75,9.33,7.31,CL-3,SRV079,2025-08-03 04:07:00,796.63,8.32,host-079,10.0.190.250,Linux,Singapore,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
78.45,13.57,1.78,Station1_LOG02291,76.76,19.94,15.15,CL-10,SRV021,2025-08-03 04:53:00,391.09,17.545,host-021,10.0.171.131,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,Normal
38.41,48.51,7.61,Station1_LOG02292,58.0,14.96,14.29,CL-8,SRV094,2025-08-03 07:10:00,885.05,14.625,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
84.43,24.67,6.37,Station1_LOG02293,76.11,6.81,9.11,CL-9,SRV036,2025-08-03 05:58:00,389.03,7.959999999999999,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,Normal
84.04,56.64,7.27,Station1_LOG02294,68.31,5.54,4.39,CL-2,SRV091,2025-08-03 07:42:00,777.51,4.965,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
52.37,75.98,7.13,Station1_LOG02295,73.6,2.89,7.5,CL-3,SRV085,2025-08-03 22:57:00,986.33,5.195,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896,Normal
15.66,41.97,3.74,Station1_LOG02296,64.96,10.4,2.74,CL-9,SRV036,2025-08-03 20:55:00,696.19,6.57,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,Normal
45.94,74.44,2.74,Station1_LOG02297,22.0,3.92,21.41,CL-3,SRV012,2025-08-03 05:20:00,824.33,12.665,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,Normal
63.64,74.53,4.58,Station1_LOG02298,49.35,27.23,23.96,CL-10,SRV021,2025-08-03 14:15:00,800.11,25.595,host-021,10.0.171.131,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,Normal
89.33,55.53,2.24,Station1_LOG02299,70.78,20.75,7.81,CL-6,SRV051,2025-08-03 03:22:00,276.14,14.28,host-051,10.0.0.182,Windows,New York,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,High Load
79.48,44.42,7.69,Station1_LOG02300,55.83,4.39,24.77,CL-9,SRV033,2025-08-03 22:10:00,494.21,14.58,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,Normal
18.92,17.89,1.15,Station1_LOG02301,36.06,10.34,3.68,CL-8,SRV094,2025-08-03 23:38:00,397.6,7.01,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
88.73,9.87,8.84,Station1_LOG02302,0.0,19.5,0.83,CL-9,SRV030,2025-08-03 18:57:00,710.91,10.165,host-030,10.0.38.25,Windows,Mumbai,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,High Load
45.91,35.45,6.03,Station1_LOG02303,74.42,27.7,5.65,CL-10,SRV055,2025-08-03 08:16:00,113.9,16.675,host-055,10.0.175.105,Windows,London,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,Normal
78.54,0.0,3.61,Station1_LOG02304,83.89,18.76,0.0,CL-3,SRV087,2025-08-03 21:12:00,420.78,9.38,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215,Normal
21.64,52.51,4.74,Station1_LOG02305,28.72,16.79,7.35,CL-5,SRV083,2025-08-03 19:51:00,224.4,12.07,host-083,10.0.55.252,Linux,Singapore,Diana,CL-5,diana@xyzcorp.com,+1-202-789-3073,Normal
83.56,7.56,8.48,Station1_LOG02306,53.48,22.68,23.88,CL-5,SRV093,2025-08-03 17:37:00,853.15,23.28,host-093,10.0.220.152,Linux,Mumbai,Charlie,CL-5,charlie@xyzcorp.com,+1-202-817-1167,Normal
40.86,29.98,0.36,Station1_LOG02307,0.0,12.23,14.2,CL-9,SRV033,2025-08-03 23:03:00,736.81,13.215,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,Normal
39.48,5.48,0.7,Station1_LOG02308,71.78,9.12,13.77,CL-2,SRV100,2025-08-03 05:57:00,449.08,11.445,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896,Normal
22.26,27.58,6.86,Station1_LOG02309,69.35,0.88,6.04,CL-1,SRV078,2025-08-03 10:13:00,224.08,3.46,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
50.57,9.32,2.43,Station1_LOG02310,60.21,27.93,13.44,CL-8,SRV094,2025-08-03 16:07:00,916.18,20.685,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
43.58,52.58,9.58,Station1_LOG02311,31.04,20.2,20.81,CL-9,SRV036,2025-08-03 07:06:00,470.24,20.505,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,Normal
56.78,75.44,9.12,Station1_LOG02312,42.64,11.71,0.0,CL-3,SRV087,2025-08-03 05:57:00,732.45,5.855,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215,Normal
88.64,47.47,7.09,Station1_LOG02313,34.85,14.08,19.44,CL-3,SRV044,2025-08-03 18:19:00,468.92,16.76,host-044,10.0.150.96,Windows,Frankfurt,George,CL-3,george@xyzcorp.com,+1-202-749-4405,High Load
56.41,14.32,2.96,Station1_LOG02314,66.88,19.97,17.36,CL-2,SRV091,2025-08-03 21:50:00,291.5,18.665,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
62.08,0.0,4.02,Station1_LOG02315,0.0,5.0,3.99,CL-2,SRV091,2025-08-03 16:33:00,964.07,4.495,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
70.79,35.92,8.44,Station1_LOG02316,60.82,28.58,7.37,CL-9,SRV018,2025-08-03 09:06:00,156.31,17.974999999999998,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538,Normal
21.61,0.0,6.84,Station1_LOG02317,0.0,8.65,10.84,CL-3,SRV065,2025-08-03 02:09:00,921.98,9.745000000000001,host-065,10.0.29.23,Linux,New York,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215,Normal
49.39,26.79,5.39,Station1_LOG02318,54.0,13.32,8.34,CL-3,SRV097,2025-08-03 05:28:00,822.6,10.83,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
17.53,6.41,6.19,Station1_LOG02319,44.05,24.5,14.04,CL-5,SRV069,2025-08-03 16:28:00,517.96,19.27,host-069,10.0.231.62,Linux,Singapore,Fiona,CL-5,fiona@xyzcorp.com,+1-202-230-1591,Normal
82.63,16.13,3.72,Station1_LOG02320,0.0,5.33,5.2,CL-3,SRV073,2025-08-03 19:41:00,527.69,5.265000000000001,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
41.82,44.56,4.84,Station1_LOG02321,29.94,26.24,4.68,CL-4,SRV052,2025-08-03 17:30:00,191.56,15.459999999999999,host-052,10.0.9.241,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
81.07,71.74,7.21,Station1_LOG02322,0.0,10.06,15.34,CL-2,SRV013,2025-08-03 13:59:00,173.0,12.7,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
40.41,10.92,2.78,Station1_LOG02323,67.71,27.95,11.62,CL-8,SRV022,2025-08-03 03:52:00,388.8,19.785,host-022,10.0.160.249,Linux,Frankfurt,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073,Normal
40.06,5.19,5.17,Station1_LOG02324,0.0,29.71,8.34,CL-1,SRV070,2025-08-03 10:42:00,324.58,19.025,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
51.61,66.2,7.16,Station1_LOG02325,58.54,27.72,13.19,CL-9,SRV058,2025-08-03 03:44:00,990.52,20.455,host-058,10.0.87.55,Windows,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538,Normal
66.66,28.12,1.28,Station1_LOG02326,0.0,2.08,5.28,CL-1,SRV078,2025-08-03 08:41:00,589.01,3.68,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
44.62,7.38,1.23,Station1_LOG02327,85.95,12.01,8.29,CL-9,SRV036,2025-08-03 05:52:00,272.55,10.149999999999999,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,Normal
65.01,0.0,0.88,Station1_LOG02328,0.0,3.39,7.06,CL-8,SRV043,2025-08-03 04:58:00,381.19,5.225,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,Normal
12.84,78.5,6.13,Station1_LOG02329,47.93,29.44,10.39,CL-6,SRV034,2025-08-03 02:08:00,773.92,19.915,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,Normal
64.94,48.54,2.34,Station1_LOG02330,25.82,1.74,14.48,CL-1,SRV023,2025-08-03 08:28:00,742.99,8.11,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,Normal
48.11,42.07,5.34,Station1_LOG02331,89.42,12.28,5.54,CL-8,SRV094,2025-08-03 22:42:00,164.92,8.91,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
86.28,58.58,9.91,Station1_LOG02332,41.09,21.74,7.47,CL-9,SRV033,2025-08-03 17:12:00,468.85,14.604999999999999,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,High Load
58.07,13.75,7.37,Station1_LOG02333,50.23,21.96,14.81,CL-9,SRV033,2025-08-03 08:23:00,448.53,18.385,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,Normal
53.53,12.21,7.38,Station1_LOG02334,0.0,28.57,8.31,CL-8,SRV094,2025-08-03 16:10:00,799.31,18.44,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
85.39,72.95,1.63,Station1_LOG02335,0.0,22.66,6.28,CL-3,SRV097,2025-08-03 19:10:00,711.08,14.47,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,High Load
18.75,63.6,7.65,Station1_LOG02336,48.78,12.75,21.23,CL-10,SRV055,2025-08-03 18:00:00,723.55,16.990000000000002,host-055,10.0.175.105,Windows,London,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,Normal
82.6,17.98,4.89,Station1_LOG02337,55.83,23.92,19.68,CL-6,SRV024,2025-08-03 03:23:00,724.16,21.8,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405,Normal
17.22,0.0,3.7,Station1_LOG02338,0.0,15.51,14.22,CL-3,SRV073,2025-08-03 14:27:00,836.27,14.865,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
44.11,23.82,4.56,Station1_LOG02339,39.91,1.94,11.67,CL-9,SRV007,2025-08-03 16:28:00,531.69,6.805,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,Normal
62.02,74.22,6.84,Station1_LOG02340,0.0,14.94,10.91,CL-2,SRV091,2025-08-03 15:33:00,243.0,12.925,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
89.4,49.44,6.56,Station1_LOG02341,85.09,10.35,20.41,CL-3,SRV085,2025-08-03 21:01:00,273.53,15.379999999999999,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896,High Load
31.66,35.36,6.85,Station1_LOG02342,82.5,2.63,8.63,CL-8,SRV043,2025-08-03 19:54:00,426.89,5.630000000000001,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,Normal
14.58,73.94,8.99,Station1_LOG02343,42.78,8.62,22.09,CL-8,SRV064,2025-08-03 11:38:00,813.86,15.355,host-064,10.0.143.2,Windows,Mumbai,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073,Normal
